wiki_img_url	wiki_img_labels	wiki_img_labelsconf
Brendan_Boyle.jpg	Smile, Dress shirt, Tie, Coat, Sleeve, Gesture, Collar, Suit, Flag of the united states, Flag	0.9710044264793396, 0.887794017791748, 0.8877285122871399, 0.876067042350769, 0.8712303638458252, 0.852604866027832, 0.8408397436141968, 0.8378548622131348, 0.8149628043174744, 0.8144185543060303
Dan_Donovan_(politician).jpg	Forehead, Chin, Smile, Tie, Dress shirt, Collar, Suit, Blazer, Formal wear, Official	0.9846563935279846, 0.9663281440734863, 0.9597082138061523, 0.908858060836792, 0.8956415057182312, 0.8412725329399109, 0.8280097842216492, 0.7822006940841675, 0.7399803996086121, 0.7375310063362122
Chris_Van_Hollen.jpg	Forehead, Hair, Chin, Smile, Eye, Tie, Dress shirt, Collar, Suit, Sky	0.9846563935279846, 0.9834845066070557, 0.9655657410621643, 0.9639638066291809, 0.9355369806289673, 0.9052926301956177, 0.8973780870437622, 0.8408267498016357, 0.814603865146637, 0.8010032176971436
Jackie_Walorski.jpg	Hair, Glasses, Smile, Vision care, Flag of the united states, Sleeve, Gesture, Eyewear, Flag, Pantsuit	0.9826920032501221, 0.9816528558731079, 0.9795152544975281, 0.9213266372680664, 0.8679810762405396, 0.8631795644760132, 0.852604866027832, 0.8287681341171265, 0.8203918933868408, 0.7998089790344238
Lisa_Blunt_Rochester.jpg	Forehead, Hair, Smile, Chin, Eyebrow, Gesture, Eyelash, Happy, Flag of the united states, Flag	0.9846563935279846, 0.9838994741439819, 0.9836453795433044, 0.9662539958953857, 0.9449765086174011, 0.852604866027832, 0.8188708424568176, 0.8150321245193481, 0.7927394509315491, 0.7879994511604309
Ed_Perlmutter.jpg	Forehead, Smile, Chin, Dress shirt, Jaw, Collar, Happy, Wrinkle, White-collar worker, Tie	0.9846563935279846, 0.9778656959533691, 0.9674631953239441, 0.9038805365562439, 0.8793408870697021, 0.8413678407669067, 0.8247043490409851, 0.7767924070358276, 0.745326578617096, 0.7264328598976135
Drew_Ferguson_(politician).jpg	Face, Head, Shirt, Smile, Dress shirt, Tie, Collar, Flag, Blazer, Official	0.9829556345939636, 0.9722691178321838, 0.9502528309822083, 0.9320611357688904, 0.8975297212600708, 0.8444232940673828, 0.8379849791526794, 0.824666440486908, 0.7804149389266968, 0.7759815454483032
Jared_Polis.jpg	Forehead, Face, Hair, Head, Chin, Smile, Outerwear, Hairstyle, Facial expression, Vertebrate	0.9846563935279846, 0.9833354949951172, 0.9826663732528687, 0.9729295969009399, 0.9676267504692078, 0.959646463394165, 0.955173671245575, 0.9509009718894958, 0.9328872561454773, 0.9199073910713196
Lee_Zeldin.jpg	Forehead, Smile, Shirt, Tie, Dress shirt, Gesture, Collar, Flag, Suit, Flag of the united states	0.9846563935279846, 0.9767346978187561, 0.9382727742195129, 0.8605430126190186, 0.8550851941108704, 0.8526036739349365, 0.8381932377815247, 0.821527898311615, 0.7971144318580627, 0.7869619727134705
Ted_Yoho.jpg	Chin, Smile, Dress shirt, Flag, Tie, Gesture, Collar, Sleeve, Suit, Blazer	0.9667195081710815, 0.9541847109794617, 0.8917258381843567, 0.8853659629821777, 0.8775361180305481, 0.852604866027832, 0.8410017490386963, 0.8288416266441345, 0.8282420039176941, 0.782767653465271
Paul_Mitchell_(politician).jpg	Glasses, Smile, Chin, Vision care, Tie, Coat, Gesture, Collar, Suit, Blazer	0.9820114970207214, 0.9754483103752136, 0.9655830264091492, 0.9141619801521301, 0.9000664353370667, 0.8853156566619873, 0.85260409116745, 0.8272290825843811, 0.8186302781105042, 0.7818887829780579
Debbie_Dingell.jpg	Forehead, Hair, Gesture, Iris, Flag of the united states, Spokesperson, Official, Event, Blond, Electric blue	0.9846563935279846, 0.9842622876167297, 0.8499794602394104, 0.84671950340271, 0.803146481513977, 0.7929936051368713, 0.7554616928100586, 0.7496894001960754, 0.7219613790512085, 0.7190378308296204
Mike_Rogers_(Alabama_politician).jpg	Forehead, Hair, Smile, Chin, Tie, Dress shirt, Collar, Suit, Blazer, Formal wear	0.9846563935279846, 0.9835471510887146, 0.9758138060569763, 0.9664045572280884, 0.873128354549408, 0.865283727645874, 0.8384767770767212, 0.7922874689102173, 0.7826416492462158, 0.7518714666366577
Dan_Kildee.jpg	Forehead, Smile, Coat, Tie, Dress shirt, Suit, Collar, Sleeve, Blazer, Formal wear	0.9846563935279846, 0.9742221832275391, 0.8989595770835876, 0.889012336730957, 0.8824016451835632, 0.8454198837280273, 0.8394106030464172, 0.8262008428573608, 0.7827677130699158, 0.7577381730079651
Eleanor_Holmes_Norton.jpg	Smile, Outerwear, Organ, Sleeve, Gesture, Flag of the united states, Blazer, People, Happy, Flag	0.97479248046875, 0.9552796483039856, 0.9061673879623413, 0.8621054887771606, 0.852604866027832, 0.8130557537078857, 0.7804595232009888, 0.7804215550422668, 0.7560082077980042, 0.7525107264518738
Kevin_McCarthy_(California_politician).jpg	Forehead, Smile, Chin, Tie, Flag, Dress shirt, Collar, Flag of the united states, Suit, Blazer	0.9846563935279846, 0.9678131937980652, 0.9665725231170654, 0.8515551686286926, 0.8465783596038818, 0.8366650938987732, 0.8356965780258179, 0.8177184462547302, 0.8043256402015686, 0.7824978232383728
Jared_Huffman.jpg	Forehead, Glasses, Smile, Dress shirt, Vision care, Tie, Gesture, Collar, Flag, Flag of the united states	0.9846563935279846, 0.9711145758628845, 0.9551312923431396, 0.8838140368461609, 0.8769689798355103, 0.8573768734931946, 0.852604866027832, 0.8407905697822571, 0.8274922370910645, 0.8125070333480835
Pramila_Jayapal.jpg	Smile, Sleeve, Flag of the united states, Event, Flag, Jewellery, Flash photography, Necklace, Happy, Electric blue	0.9816380739212036, 0.8724184036254883, 0.8369817137718201, 0.7422564625740051, 0.7401545643806458, 0.739464521408081, 0.7388148307800293, 0.7362921833992004, 0.7357835173606873, 0.7224254012107849
Morgan_Griffith.jpg	Forehead, Face, Glasses, Chin, Tie, Flag, Vision care, Gesture, Flag of the united states, Collar	0.9846563935279846, 0.9836800694465637, 0.9808849096298218, 0.9669959545135498, 0.8959590792655945, 0.8867875933647156, 0.8779210448265076, 0.852604866027832, 0.831197202205658, 0.8192355036735535
Joseph_P._Kennedy_III.jpg	Forehead, Hair, Smile, Eyebrow, Tie, Dress shirt, Jaw, Coat, Gesture, Collar	0.9846563935279846, 0.9835115671157837, 0.9821919202804565, 0.9433059692382812, 0.908498227596283, 0.8846691846847534, 0.8809236288070679, 0.8541074395179749, 0.852604866027832, 0.8403761386871338
Jim_Jordan_(U.S._politician).jpg	Smile, Tie, Dress shirt, Flag, Gesture, Flag of the united states, Collar, Spokesperson, Suit, Blazer	0.9600563049316406, 0.8871552348136902, 0.8675215840339661, 0.8576472997665405, 0.852604866027832, 0.8499991297721863, 0.8377236723899841, 0.80715012550354, 0.7855126857757568, 0.7826777696609497
Terri_Sewell.jpg	Nose, Cheek, Smile, Lip, Eyebrow, Lipstick, Eyelash, Gesture, Microphone, Spokesperson	0.9835830330848694, 0.9792221188545227, 0.9721235036849976, 0.9700149893760681, 0.9397591352462769, 0.9372962117195129, 0.8795013427734375, 0.852604866027832, 0.8206864595413208, 0.7844430804252625
Peter_Roskam.jpg	Glasses, Forehead, Smile, Chin, Shirt, Vision care, Human, Dress shirt, Tie, Gesture	0.9851834177970886, 0.9846563935279846, 0.9706529974937439, 0.966779351234436, 0.9439154863357544, 0.9400390982627869, 0.889906108379364, 0.8880516290664673, 0.8795723915100098, 0.8526037931442261
Scott_Perry_(politician).jpg	Smile, Dress shirt, Tie, Gesture, Collar, Spokesperson, Flag, Blazer, Suit, Official	0.9752222895622253, 0.899128258228302, 0.8885856866836548, 0.852604866027832, 0.8406749367713928, 0.8039699196815491, 0.7837952971458435, 0.7827394008636475, 0.7790859937667847, 0.7650956511497498
Heidi_Heitkamp.jpg	Smile, Chin, Organ, Sleeve, Wrinkle, Flag, Happy, Event, Electric blue, Throat	0.974852979183197, 0.9666926860809326, 0.9025285243988037, 0.8713409900665283, 0.7875074744224548, 0.7533900737762451, 0.7472201585769653, 0.7220428586006165, 0.720168948173523, 0.6993197202682495
Roger_Wicker.jpg	Forehead, Smile, Glasses, Shirt, Dress shirt, Tie, Coat, Suit, Gesture, Collar	0.9846563935279846, 0.9831297993659973, 0.975767195224762, 0.9470403790473938, 0.9035962820053101, 0.8950352072715759, 0.8730728030204773, 0.8618130087852478, 0.8522072434425354, 0.8413220047950745
Gus_Bilirakis.jpg	Forehead, Chin, Eyebrow, Smile, Organ, Tie, Gesture, Dress shirt, Collar, Suit	0.9846563935279846, 0.9661015272140503, 0.9439502954483032, 0.9147275686264038, 0.9085792303085327, 0.8590088486671448, 0.8524980545043945, 0.8244106769561768, 0.8226844072341919, 0.8043893575668335
David_Kustoff.jpg	Smile, Dress shirt, Sleeve, Tie, Gesture, Flag, Collar, Suit, Flag of the united states, Blazer	0.9730498194694519, 0.9027883410453796, 0.8724347949028015, 0.8582178950309753, 0.852604866027832, 0.8481784462928772, 0.8413705229759216, 0.8093266487121582, 0.7857480645179749, 0.7827730178833008
Deb_Fischer.jpg	Smile, Facial expression, Organ, Sleeve, Coat, Blazer, Event, White-collar worker, Necklace, Collar	0.9781001806259155, 0.9330394268035889, 0.9016080498695374, 0.872450053691864, 0.8599272966384888, 0.78277587890625, 0.7253117561340332, 0.7158756852149963, 0.7044456005096436, 0.7019246220588684
Chris_Murphy_(Connecticut_politician).jpg	Forehead, Hair, Smile, Eyebrow, Shirt, Eye, Jaw, Dress shirt, Neck, Tie	0.9846563935279846, 0.9827022552490234, 0.9484847187995911, 0.9463554620742798, 0.9381691217422485, 0.9366964101791382, 0.8814907670021057, 0.8760908246040344, 0.8736134171485901, 0.8556850552558899
Rick_Crawford_(politician).jpg	Forehead, Glasses, Smile, Chin, Shirt, Dress shirt, Tie, Sleeve, Coat, Gesture	0.9846563935279846, 0.9837267398834229, 0.9768208265304565, 0.9665862917900085, 0.9422350525856018, 0.9072486758232117, 0.8943769335746765, 0.869763195514679, 0.8541615009307861, 0.852604866027832
Ron_DeSantis.jpg	Forehead, Smile, Chin, Dress shirt, Tie, Gesture, Collar, Flag, Flag of the united states, Suit	0.9846563935279846, 0.979160726070404, 0.9668070077896118, 0.9029992818832397, 0.8840422630310059, 0.852604866027832, 0.841323971748352, 0.8410539627075195, 0.8404563665390015, 0.8239145874977112
Brad_Wenstrup.jpg	Smile, Dress shirt, Tie, Gesture, Collar, Spokesperson, Flag of the united states, Suit, Flag, Blazer	0.9146156311035156, 0.8931816816329956, 0.8928592205047607, 0.852604866027832, 0.8391968011856079, 0.8298923969268799, 0.8040773272514343, 0.7979767918586731, 0.795400857925415, 0.7827540040016174
Elijah_Cummings.jpg	Forehead, Shirt, Dress shirt, Tie, Coat, Collar, Suit, Blazer, Formal wear, Official	0.9846563935279846, 0.9464885592460632, 0.8938958644866943, 0.8912102580070496, 0.8554500937461853, 0.8411864042282104, 0.8277093768119812, 0.7827122211456299, 0.7642464637756348, 0.7344105839729309
Richard_Shelby.jpg	Dress shirt, Tie, Suit trousers, Coat, Sleeve, Standing, Gesture, Collar, Suit, Window	0.9063121676445007, 0.8929411768913269, 0.8845512270927429, 0.8841455578804016, 0.8723758459091187, 0.8642165660858154, 0.852604866027832, 0.8391125798225403, 0.8348466157913208, 0.7996683716773987
Pat_Meehan.jpg	Smile, Organ, Tie, Gesture, Flag of the united states, Flag, Suit, Blazer, Spokesperson, Event	0.9771623611450195, 0.9022234082221985, 0.9020525813102722, 0.852604866027832, 0.8498784899711609, 0.8485473394393921, 0.8106503486633301, 0.7825784087181091, 0.7429825663566589, 0.7380467653274536
John_Neely_Kennedy.jpg	Forehead, Dress shirt, Smile, Collar, Tie, Suit, Blazer, Flag, Official, Event	0.9846563935279846, 0.8956676721572876, 0.8854367136955261, 0.8410031199455261, 0.8405106067657471, 0.8090416789054871, 0.7827056646347046, 0.7428138852119446, 0.7356170415878296, 0.7210013270378113
Amy_Klobuchar.jpg	Smile, Neck, Sleeve, Gesture, Collar, Pantsuit, Street fashion, Blazer, Formal wear, White-collar worker	0.9730398058891296, 0.8891124725341797, 0.8724504709243774, 0.852604866027832, 0.837986946105957, 0.7998097538948059, 0.7883375287055969, 0.7827811241149902, 0.7712017297744751, 0.7640100121498108
Mike_Simpson.jpg	Forehead, Smile, Chin, Eyebrow, Tie, Dress shirt, Coat, Suit, Collar, Blazer	0.9846563935279846, 0.9778834581375122, 0.9671894907951355, 0.9395670890808105, 0.9162459969520569, 0.9059664011001587, 0.8977121114730835, 0.8526614308357239, 0.8413845300674438, 0.7827260494232178
Grace_Meng.jpg	Forehead, Cheek, Chin, Eyebrow, Sleeve, Flag of the united states, Gesture, Flag, Lipstick, Body jewelry	0.9846563935279846, 0.9787167906761169, 0.9655992388725281, 0.939242422580719, 0.858634889125824, 0.8551763296127319, 0.852604866027832, 0.8415395617485046, 0.8146746754646301, 0.7802180647850037
Barry_Loudermilk.jpg	Glasses, Smile, Dress shirt, Tie, Flag, Gesture, Collar, Flag of the united states, Suit, Blazer	0.9695613384246826, 0.9670508503913879, 0.8913145065307617, 0.880026638507843, 0.8649369478225708, 0.852604866027832, 0.8411166071891785, 0.8184301257133484, 0.7921326160430908, 0.7827510237693787
Earl_Blumenauer.jpg	Clothing, Forehead, Hair, Glasses, Smile, Chin, Vision care, Collar, Eyewear, Blazer	0.9868820905685425, 0.9846563935279846, 0.9828172922134399, 0.9791132807731628, 0.9695093035697937, 0.9677987098693848, 0.9324740171432495, 0.8384528160095215, 0.8219364881515503, 0.7621228694915771
Jimmy_Duncan_(U.S._politician).jpg	Vertebrate, Smile, Tie, Coat, Flag, Flag of the united states, Gesture, Sleeve, Suit, Dress shirt	0.919654905796051, 0.9060342311859131, 0.8897686004638672, 0.8825771808624268, 0.8604128360748291, 0.8570181727409363, 0.852604866027832, 0.8336495161056519, 0.8206865191459656, 0.8012685775756836
Jeb_Hensarling.jpg	Smile, Microphone, Vertebrate, Tie, Organ, Dress shirt, Sleeve, Gesture, Collar, Suit	0.9731083512306213, 0.9300138354301453, 0.9247519969940186, 0.9193536639213562, 0.9015179872512817, 0.899044394493103, 0.8717119693756104, 0.852604866027832, 0.8411106467247009, 0.8324581384658813
Bonnie_Watson_Coleman.jpg	Smile, Sleeve, Gesture, Flag, Flag of the united states, Blazer, Electric blue, Official, Jewellery, Event	0.9745723009109497, 0.8723687529563904, 0.852604866027832, 0.8241974711418152, 0.8240982294082642, 0.7794885635375977, 0.7545042037963867, 0.7435452342033386, 0.7434161305427551, 0.7413609623908997
Susan_Davis_(politician).jpg	Smile, Hairstyle, Eye, Street fashion, Sleeve, Waist, Blazer, Gas, Electric blue, Fashion design	0.9622757434844971, 0.9509009122848511, 0.9340137839317322, 0.8803957104682922, 0.8724504709243774, 0.8308892846107483, 0.7827755212783813, 0.7793322205543518, 0.7543132305145264, 0.7517699599266052
John_B._Larson.jpg	Forehead, Nose, Hair, Cheek, Chin, Hairstyle, Eyebrow, Eye, Facial expression, Human	0.9846563935279846, 0.9835830330848694, 0.9827258586883545, 0.9789591431617737, 0.9678183794021606, 0.9509009122848511, 0.9476553797721863, 0.9344045519828796, 0.9323791861534119, 0.8914806842803955
Rick_Larsen.jpg	Forehead, Smile, Dress shirt, Tie, Coat, Gesture, Flag, Collar, Suit, Flag of the united states	0.9846563935279846, 0.9802980422973633, 0.8868979215621948, 0.8644329309463501, 0.8585404753684998, 0.852604866027832, 0.8456994295120239, 0.840436577796936, 0.8328343629837036, 0.8190798163414001
Rodney_Frelinghuysen.jpg	Tie, Flag of the united states, Gesture, Dress shirt, Collar, Flag, Microphone, Blazer, Suit, Event	0.8790084719657898, 0.8527182340621948, 0.852604866027832, 0.840232253074646, 0.83998042345047, 0.8305113911628723, 0.7994669079780579, 0.7825429439544678, 0.7799971103668213, 0.7356627583503723
Brian_Babin.jpg	Smile, Dress shirt, Tie, Sleeve, Gesture, Collar, Flag of the united states, Flag, Suit, Blazer	0.9545103311538696, 0.9002454876899719, 0.8915542960166931, 0.868588924407959, 0.852604866027832, 0.8409200310707092, 0.8348106145858765, 0.814979076385498, 0.7853191494941711, 0.7827586531639099
Raja_Krishnamoorthi.jpg	Forehead, Smile, Chin, Dress shirt, Tie, Sleeve, Flag, Gesture, Collar, Flag of the united states	0.9846563935279846, 0.9761810898780823, 0.9670820832252502, 0.9004629850387573, 0.8838358521461487, 0.8709918260574341, 0.8708631992340088, 0.852604866027832, 0.8411891460418701, 0.805787205696106
Dianne_Feinstein.jpg	Forehead, Cheek, Smile, Chin, Eyebrow, Facial expression, Coat, Sleeve, Gesture, Wings	0.9846563935279846, 0.9792174100875854, 0.9735437035560608, 0.9672523140907288, 0.9391487836837769, 0.9325628876686096, 0.8920490741729736, 0.8679235577583313, 0.8525827527046204, 0.8288290500640869
Martha_Roby.jpg	Smile, Cheek, Flag, Iris, Flag of the united states, Lipstick, Happy, Jewellery, Official, Cosmetic dentistry	0.9814326167106628, 0.9788047671318054, 0.8999108672142029, 0.8455100655555725, 0.8413764834403992, 0.8175921440124512, 0.7843841314315796, 0.7418555021286011, 0.7372174263000488, 0.7258638739585876
Raúl_Grijalva.jpg	Forehead, Glasses, Smile, Head, Vision care, Beard, Bow tie, Coat, Gesture, Collar	0.9846563935279846, 0.9807402491569519, 0.9739187359809875, 0.9723353385925293, 0.9248011708259583, 0.8928707242012024, 0.8859204053878784, 0.8566690683364868, 0.8523849844932556, 0.8409560918807983
Martin_Heinrich.jpg	Forehead, Chin, Dress shirt, Sleeve, Gesture, Collar, Tie, Suit, Spokesperson, Flag	0.9846563935279846, 0.9664677977561951, 0.9018515348434448, 0.8659868836402893, 0.852604866027832, 0.8413259983062744, 0.8381372094154358, 0.8232536315917969, 0.816260039806366, 0.8006545305252075
Doris_Matsui.jpg	Face, Smile, Head, Outerwear, Eye, Flag, Sleeve, Gesture, Happy, Flag of the united states	0.9825189113616943, 0.9824929237365723, 0.9719349145889282, 0.9536871910095215, 0.9339441061019897, 0.8868115544319153, 0.8723862767219543, 0.852604866027832, 0.8209555149078369, 0.7843210697174072
John_Hoeven.jpg	Forehead, Organ, Smile, Human body, Gesture, Spokesperson, Tie, Flag, Collar, Suit	0.9846563935279846, 0.9018964767456055, 0.8953333497047424, 0.8837200403213501, 0.852604866027832, 0.851860761642456, 0.8513948917388916, 0.824478805065155, 0.8207433223724365, 0.8117250800132751
Julia_Brownley.jpg	Smile, Eye, Flag of the united states, Sleeve, Gesture, Flag, Pantsuit, Blazer, Official, Electric blue	0.980541467666626, 0.9357357025146484, 0.8705918788909912, 0.8610392808914185, 0.852604866027832, 0.801642894744873, 0.7982925176620483, 0.782276451587677, 0.7665501236915588, 0.7515819072723389
John_Conyers.jpg	Forehead, Smile, Coat, Tie, Dress shirt, Shelf, Suit, Blazer, Formal wear, White-collar worker	0.9846563935279846, 0.9743267297744751, 0.9262441992759705, 0.9173774719238281, 0.8917025923728943, 0.8758619427680969, 0.8388310074806213, 0.7826953530311584, 0.7439424395561218, 0.7404492497444153
Mark_Warner.jpg	Forehead, Nose, Smile, Cheek, Head, Eyebrow, Dress shirt, Jaw, Happy, Neck	0.9846563935279846, 0.9835830330848694, 0.9817588329315186, 0.9786491990089417, 0.9717639684677124, 0.945237398147583, 0.9074411988258362, 0.8816691637039185, 0.8762029409408569, 0.8735159039497375
Rand_Paul.jpg	Tie, Gesture, Flag, Collar, Spokesperson, Flag of the united states, Suit, Blazer, Official, Dress shirt	0.8791204690933228, 0.852604866027832, 0.8401145935058594, 0.8319957852363586, 0.8191149830818176, 0.790289044380188, 0.7847109436988831, 0.782735288143158, 0.7633597254753113, 0.7548668384552002
Kamala_Harris.jpg	Forehead, Hair, Smile, Microphone, Coat, Gesture, Flag, Collar, Pantsuit, Blazer	0.9846563935279846, 0.9834909439086914, 0.9720430970191956, 0.898450493812561, 0.8980445861816406, 0.8526043891906738, 0.8066998720169067, 0.8043630123138428, 0.7998096942901611, 0.7827365398406982
Jeff_Fortenberry.jpg	Forehead, Smile, Chin, Dress shirt, Tie, Gesture, Collar, Suit, Flag of the united states, Sleeve	0.9846563935279846, 0.9815537333488464, 0.9664336442947388, 0.8970076441764832, 0.8680080771446228, 0.852604866027832, 0.8404664397239685, 0.8204618096351624, 0.8167439699172974, 0.8097633123397827
Jody_Hice.jpg	Forehead, Smile, Dress shirt, Tie, Flag of the united states, Gesture, Flag, Collar, Sleeve, Suit	0.9846563935279846, 0.9029361605644226, 0.89386385679245, 0.8882769346237183, 0.866439700126648, 0.852604866027832, 0.8410720229148865, 0.8402684926986694, 0.8290032148361206, 0.8041161894798279
Mike_Coffman.jpg	Forehead, Smile, Dress shirt, Tie, Sleeve, Gesture, Suit, Collar, Happy, Blazer	0.9846563935279846, 0.9788690209388733, 0.8976158499717712, 0.876682698726654, 0.8702475428581238, 0.852604866027832, 0.8486893177032471, 0.8411535024642944, 0.8090171813964844, 0.7827670574188232
Jeff_Duncan_(politician).jpg	Forehead, Smile, Organ, Tie, Gesture, Flag, Dress shirt, Flag of the united states, Collar, Suit	0.9846563935279846, 0.9824374318122864, 0.9033476114273071, 0.8964587450027466, 0.852604866027832, 0.8314119577407837, 0.8059749007225037, 0.7940848469734192, 0.7906621694564819, 0.7888512015342712
Martha_McSally.jpg	Cheek, Smile, Chin, Vertebrate, Sleeve, Iris, Collar, Pantsuit, Blazer, Layered hair	0.9788883328437805, 0.9747099280357361, 0.966401994228363, 0.9190012812614441, 0.8724503517150879, 0.8552058935165405, 0.8084571361541748, 0.7990412712097168, 0.7827431559562683, 0.7768421173095703
Beto_O'Rourke.jpg	Forehead, Smile, Dress shirt, Gesture, Tie, Collar, Flag, Spokesperson, Suit, Flag of the united states	0.9846563935279846, 0.9765310287475586, 0.8579946756362915, 0.852604866027832, 0.848455548286438, 0.8340787887573242, 0.831514835357666, 0.8108655214309692, 0.7859610915184021, 0.7854927182197571
Greg_Walden.jpg	Smile, Glasses, Dress shirt, Tie, Sleeve, Vision care, Gesture, Flag, Collar, Flag of the united states	0.9793866872787476, 0.9739611744880676, 0.890575647354126, 0.8859028816223145, 0.871985137462616, 0.8550311326980591, 0.852604866027832, 0.8477228283882141, 0.8412345051765442, 0.7934908866882324
Kyrsten_Sinema.jpg	Clothing, Forehead, Glasses, Nose, Hair, Cheek, Smile, Lip, Chin, Vision care	0.9883112907409668, 0.9846563935279846, 0.9842219948768616, 0.9835830330848694, 0.9834646582603455, 0.9794272184371948, 0.9725391864776611, 0.9703227281570435, 0.9669177532196045, 0.9538736343383789
Kurt_Schrader.jpg	Smile, Organ, Dress shirt, Tie, Gesture, Collar, Flag, Suit, Flag of the united states, Blazer	0.9821674823760986, 0.902990996837616, 0.8757439851760864, 0.8527945280075073, 0.852604866027832, 0.8389056324958801, 0.8224496245384216, 0.8176953196525574, 0.8068619966506958, 0.7827083468437195
Louise_Slaughter.jpg	Face, Hair, Smile, Head, Sleeve, Flag, Gesture, Blazer, Flag of the united states, Necklace	0.9850166440010071, 0.983085572719574, 0.978743851184845, 0.9723211526870728, 0.8692023158073425, 0.852042555809021, 0.8463389277458191, 0.7818402647972107, 0.753202497959137, 0.7432265877723694
Steny_Hoyer.jpg	Forehead, Head, Smile, Tie, Dress shirt, Gesture, Collar, Suit, Blazer, Official	0.9846563935279846, 0.9722149968147278, 0.9415759444236755, 0.9052249193191528, 0.8923957943916321, 0.852604866027832, 0.8343001008033752, 0.804597795009613, 0.7825307846069336, 0.7748115658760071
Kathleen_Rice.jpg	Smile, Flag, Flag of the united states, Electric blue, Happy, Official, Event, Flag Day (USA), Pleased, Spokesperson	0.9785601496696472, 0.8703432679176331, 0.8471585512161255, 0.7462917566299438, 0.7221922874450684, 0.7180729508399963, 0.7139840722084045, 0.6608426570892334, 0.6505915522575378, 0.5903183221817017
Joseph_Crowley.jpg	Forehead, Glasses, Smile, Tie, Organ, Flag, Flag of the united states, Dress shirt, Gesture, Collar	0.9846563935279846, 0.9811763763427734, 0.9734730124473572, 0.9048367738723755, 0.9038800001144409, 0.8843173384666443, 0.8749135136604309, 0.8720188140869141, 0.852604866027832, 0.8370545506477356
Keith_Rothfus.jpg	Forehead, Glasses, Chin, Vision care, Eyebrow, Smile, Dress shirt, Tie, Flag, Gesture	0.9846563935279846, 0.9811710715293884, 0.9670153260231018, 0.9493462443351746, 0.9407638311386108, 0.9294079542160034, 0.8937039971351624, 0.8696318864822388, 0.8632283210754395, 0.852604866027832
Catherine_Cortez_Masto.jpg	Smile, Outerwear, Sleeve, Gesture, Flag, Flag of the united states, Blazer, Necklace, Electric blue, Official	0.9819719791412354, 0.9530101418495178, 0.8703133463859558, 0.852604329586029, 0.7952871322631836, 0.7952142357826233, 0.7815055251121521, 0.7732868194580078, 0.7659375071525574, 0.7630407214164734
Peter_T._King.jpg	Smile, Dress shirt, Tie, Sleeve, Gesture, Iris, Collar, Suit, Blazer, Happy	0.9846434593200684, 0.9035955667495728, 0.8919302225112915, 0.8724331855773926, 0.852604866027832, 0.8465374708175659, 0.8412125110626221, 0.8142371773719788, 0.7827624678611755, 0.7785821557044983
Jodey_Arrington.jpg	Smile, Tie, Organ, Dress shirt, Coat, Sleeve, Gesture, Collar, Suit, Spokesperson	0.9750127792358398, 0.9222151041030884, 0.9084573984146118, 0.9006224274635315, 0.8910410404205322, 0.867012619972229, 0.852604866027832, 0.8411321043968201, 0.8283628225326538, 0.8171403408050537
John_Culberson.jpg	Forehead, Glasses, Smile, Chin, Vision care, Dress shirt, Tie, Gesture, Flag, Collar	0.9846563935279846, 0.9812538027763367, 0.9797793030738831, 0.9661272168159485, 0.9091331362724304, 0.8861299157142639, 0.8692219257354736, 0.852582573890686, 0.8445941209793091, 0.8368796110153198
Bob_Menendez.jpg	Forehead, Glasses, Smile, Organ, Tie, Dress shirt, Collar, Suit, Blazer, Flag	0.9846563935279846, 0.9796714186668396, 0.977051317691803, 0.902400016784668, 0.8799099922180176, 0.8711708188056946, 0.8298963308334351, 0.8183121085166931, 0.7816711068153381, 0.7811054587364197
Doug_Collins_(politician).jpg	Tie, Gesture, Smile, Collar, Dress shirt, Flag, Suit, Spokesperson, Blazer, Official	0.9011960625648499, 0.852604866027832, 0.8429663777351379, 0.8386926054954529, 0.8368410468101501, 0.8282550573348999, 0.8243410587310791, 0.812468409538269, 0.7826465368270874, 0.7543203830718994
Adam_Kinzinger.jpg	Smile, Dress shirt, Tie, Sleeve, Gesture, Collar, Suit, Flag of the united states, Flag, Blazer	0.9759173393249512, 0.9019972681999207, 0.8939366340637207, 0.8724347352981567, 0.852604866027832, 0.8413372039794922, 0.8224263191223145, 0.7854648232460022, 0.7832008600234985, 0.7827526330947876
Andy_Barr_(U.S._politician).jpg	Smile, Tie, Dress shirt, Sleeve, Gesture, Collar, Suit, Flag, Spokesperson, Blazer	0.9761443138122559, 0.9100993871688843, 0.8992545008659363, 0.8713982701301575, 0.852604866027832, 0.8413091897964478, 0.8333098888397217, 0.827339231967926, 0.7858538031578064, 0.782764732837677
Dick_Durbin.jpg	Smile, Eyebrow, Coat, Dress shirt, Collar, Tie, Suit, Blazer, Formal wear, Official	0.9773570895195007, 0.9391998648643494, 0.9100270867347717, 0.8925202488899231, 0.8412631154060364, 0.8341140747070312, 0.8222035765647888, 0.7827581167221069, 0.7564367651939392, 0.7254583835601807
Ken_Calvert.jpg	Forehead, Smile, Chin, Tie, Collar, Suit, Flag, Blazer, Official, Wrinkle	0.9846563935279846, 0.9816117882728577, 0.9669056534767151, 0.839347779750824, 0.8285374641418457, 0.8095434308052063, 0.7975981831550598, 0.7532621026039124, 0.7176163196563721, 0.6991327404975891
