name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
Sam Graves	55	Male	white	Representative	Republican	MO	RepSamGraves	Sam_Graves	mc_images/Sam_Graves.jpg	person, official, elder, businessperson, spokesperson, suit, smile, speaker, speech, public_speaking, necktie, gentleman	0.9230691194534302, 0.8893788456916809, 0.7467026710510254, 0.7384366393089294, 0.7088100910186768, 0.7047706246376038, 0.6303254961967468, 0.6064884662628174, 0.5999335050582886, 0.5937414765357971, 0.5357764363288879, 0.5219689011573792	person, necktie, suit, man, clothing, wearing, posing, photo, red, dressed, smiling, front, standing, young, woman, black, dress, holding, boy, shirt, white, blue, people, sign	symbol, flag, person, face, human, american_flag, accessories, accessory, tie, necktie	99.77266693115234, 99.77266693115234, 93.93912506103516, 93.93912506103516, 93.93912506103516, 92.8595199584961, 91.6851577758789, 91.6851577758789, 91.6851577758789, 71.10845947265625	Tie, Person, Man, Flag
Tom Graves	48	Male	white	Representative	Republican	GA	RepTomGraves	Tom_Graves	mc_images/Tom_Graves.jpg	official, businessperson, spokesperson, suit, forehead, necktie, white_collar_worker, gentleman, speech, public_speaking, speaker	0.890932559967041, 0.7893141508102417, 0.7832831740379333, 0.7760384678840637, 0.7377238869667053, 0.7056665420532227, 0.6390811800956726, 0.531092643737793, 0.5256356000900269, 0.5227335095405579, 0.522454559803009	person, man, suit, necktie, clothing, wearing, red, standing, dressed, business, holding, woman, white, black, people, sign, blue	flag, symbol, human, person, face, american_flag, tie, accessory, accessories, attorney	97.81449890136719, 97.81449890136719, 92.65447235107422, 92.65447235107422, 86.19456481933594, 85.03347778320312, 81.66825103759766, 81.66825103759766, 81.66825103759766, 55.553749084472656	Tie, Man, Flag, Person
Al Green	71	Male	african_american	Representative	Democrat	TX	RepAlGreen	Al_Green_(politician)	mc_images/Al_Green_(politician).jpg	suit, formal_wear, necktie, gentleman, tuxedo, official, outerwear, speaker, blazer, businessperson, speech	0.9823616147041321, 0.8909255266189575, 0.859656810760498, 0.803360641002655, 0.7919063568115234, 0.7601244449615479, 0.7072741985321045, 0.6584593057632446, 0.6233725547790527, 0.5941140055656433, 0.5382187366485596	person, man, suit, necktie, clothing, indoor, standing, red, wearing, front, dressed, holding, cutting, black, woman, room, white	symbol, flag, human, person, american_flag, room, indoors, attorney, furniture, court, accessories, accessory, tie	98.84376525878906, 98.84376525878906, 96.16981506347656, 96.16981506347656, 87.74279022216797, 83.2045669555664, 83.2045669555664, 61.33351516723633, 58.81142044067383, 56.76420211791992, 55.14044952392578, 55.14044952392578, 55.14044952392578	Person, Man, Flag, Tie, Chair
Gene Green	71	Male	white	Representative	Democrat	TX	RepGeneGreen	Gene_Green	mc_images/Gene_Green.jpg	official, businessperson, gentleman, suit	0.8427233099937439, 0.6618296504020691, 0.5961743593215942, 0.5388104319572449	person, table, indoor, man, sitting, window, front, laptop, computer, desk, food, black, wooden, woman, suit, holding, restaurant, plate, people, pizza, standing	person, human, furniture, face, table, tabletop, worker, head, photography, photo, portrait, attorney, judge, musical_instrument, musician, desk	98.3506088256836, 98.3506088256836, 96.37580871582031, 88.88542938232422, 87.18830108642578, 85.37200164794922, 79.55322265625, 72.90225982666016, 64.53878784179688, 64.53878784179688, 64.53878784179688, 63.28728103637695, 58.916011810302734, 58.13248062133789, 58.13248062133789, 55.97174835205078	Person, Tie, Man
H. Griffith	60	Male	white	Representative	Republican	VA	RepMGriffith	Morgan_Griffith	mc_images/Morgan_Griffith.jpg	person, official, chin, senior_citizen, elder, forehead, businessperson, spokesperson, gentleman, facial_hair, speaker, moustache	0.9504338502883911, 0.8904013633728027, 0.8597005009651184, 0.8129013776779175, 0.8012704253196716, 0.7981255650520325, 0.779718279838562, 0.7557685971260071, 0.6683437824249268, 0.6647207140922546, 0.5727693438529968, 0.545539915561676	person, man, suit, necktie, wearing, clothing, indoor, red, looking, posing, jacket, dressed, glasses, smiling, photo, business, camera, front, sitting, older, standing, holding, shirt, white, sign, room	human, person, symbol, flag, face, accessory, accessories, tie, american_flag, necktie, attorney, officer, military, military_uniform, head	97.02835083007812, 97.02835083007812, 96.571533203125, 96.571533203125, 90.1274642944336, 89.00749206542969, 89.00749206542969, 89.00749206542969, 82.42139434814453, 66.36198425292969, 59.190162658691406, 55.59201431274414, 55.59201431274414, 55.59201431274414, 55.332637786865234	Tie, Glasses, Man
Raúl Grijalva	70	Male	hispanic	Representative	Democrat	AZ	RepraulGrijalva	Raúl_Grijalva	mc_images/Raúl_Grijalva.jpg	person, official, speaker, facial_hair, businessperson, elder, speech, spokesperson, public_speaking	0.9243685007095337, 0.8893992304801941, 0.649628758430481, 0.6464876532554626, 0.6446815133094788, 0.6412500143051147, 0.6390721797943115, 0.5263108611106873, 0.5106353163719177	person, man, outdoor, clothing, standing, suit, holding, wearing, front, dressed, people, white, street, red, large, glasses, military, sign, group, hat, umbrella	symbol, flag, human, person, american_flag, face, attorney, crowd	99.49679565429688, 99.49679565429688, 95.46598052978516, 95.46598052978516, 90.90798950195312, 71.26947021484375, 69.79837799072266, 67.541748046875	Glasses, Man, Flag, Tie, Person
Brett Guthrie	54	Male	white	Representative	Republican	KY	RepGuthrie	Brett_Guthrie	mc_images/Brett_Guthrie.jpg	person, official, suit, businessperson, spokesperson, speech, elder, smile	0.9267587065696716, 0.8934410810470581, 0.8031692504882812, 0.7813773155212402, 0.7753853797912598, 0.6269297003746033, 0.596591055393219, 0.5311459302902222	person, man, suit, clothing, necktie, wearing, standing, dressed, looking, posing, holding, front, camera, older, glasses, old, hat, people, red, white	accessories, tie, accessory, person, human, symbol, flag, attorney, face, american_flag, necktie	93.0547103881836, 93.0547103881836, 93.0547103881836, 91.9992904663086, 91.9992904663086, 90.96652221679688, 90.39274597167969, 81.40187072753906, 77.13670349121094, 76.1204605102539, 73.03370666503906	Person, Tie, Man
Luis Gutiérrez	65	Male	hispanic	Representative	Democrat	IL	RepGutierrez	Luis_Gutiérrez	mc_images/Luis_Gutiérrez.jpg	official, businessperson, business, suit, hotel_manager, spokesperson, speaker, management, elder	0.8441494107246399, 0.7889077067375183, 0.6462368965148926, 0.6248154044151306, 0.545235276222229, 0.5394091010093689, 0.5204390287399292, 0.5123494267463684, 0.5110380053520203	person, man, indoor, suit, front, sitting, business, holding, table, standing, office, smiling, wearing, desk, young, woman, room, people	human, person, face, tie, accessories, accessory, executive, necktie, head, apparel, clothing, attorney, coat, suit, overcoat, man, photo, portrait, photography, smile	97.24502563476562, 97.24502563476562, 96.2016372680664, 95.6141586303711, 95.6141586303711, 95.6141586303711, 85.85631561279297, 79.6594467163086, 73.27766418457031, 72.03104400634766, 72.03104400634766, 66.3154296875, 65.42218780517578, 65.42218780517578, 65.42218780517578, 61.706825256347656, 61.46009063720703, 61.46009063720703, 61.46009063720703, 60.298274993896484	Tie, Man
Gregg Harper	62	Male	white	Representative	Republican	MS	GreggHarper	Gregg_Harper	mc_images/Gregg_Harper.jpg	person, official, businessperson, white_collar_worker, suit, business, elder, spokesperson	0.9333688020706177, 0.8654195070266724, 0.8045105934143066, 0.7774910926818848, 0.7367118000984192, 0.629978358745575, 0.5454823970794678, 0.5045685768127441	person, man, indoor, clothing, suit, standing, front, wearing, business, looking, posing, holding, glasses, dressed, smiling, older, table, black, room, red, store, blue, white, wedding	accessory, accessories, tie, person, human, face, necktie, executive, apparel, clothing, head, man, coat, suit, overcoat	97.51496887207031, 97.51496887207031, 97.51496887207031, 96.14032745361328, 96.14032745361328, 95.81407928466797, 85.99938201904297, 81.49816131591797, 69.54217529296875, 69.54217529296875, 63.4576301574707, 61.08076477050781, 60.00144958496094, 58.20188522338867, 58.20188522338867	Tie, Man
Andy Harris	61	Male	white	Representative	Republican	MD	RepAndyHarrisMD	Andy_Harris_(politician)	mc_images/Andy_Harris_(politician).jpg	official, businessperson, elder, spokesperson, speaker, necktie, business, suit	0.8915165066719055, 0.7957051992416382, 0.7460435032844543, 0.6884987354278564, 0.6484371423721313, 0.5239448547363281, 0.5133997201919556, 0.5106682777404785	person, man, suit, clothing, necktie, holding, wearing, standing, older, smiling, dressed, posing, business, front, old, woman, people, sign, white	flag, symbol, person, human, american_flag, accessory, accessories, tie, face, necktie	98.86393737792969, 98.86393737792969, 95.44159698486328, 95.44159698486328, 89.2640609741211, 88.92306518554688, 88.92306518554688, 88.92306518554688, 74.2916488647461, 62.868614196777344	Tie, Glasses, Man, Person
Vicky Hartzler	58	Female	white	Representative	Republican	MO	RepHartzler	Vicky_Hartzler	mc_images/Vicky_Hartzler.jpg	blue, senior_citizen, outerwear, smile, official, blazer, suit, spokesperson, businessperson, electric_blue, formal_wear	0.9683153629302979, 0.8291563391685486, 0.8130934834480286, 0.8069398999214172, 0.7856175303459167, 0.752658486366272, 0.7462645173072815, 0.731817901134491, 0.7128050327301025, 0.5519669055938721, 0.5230966806411743	person, woman, clothing, indoor, shirt, table, blue, front, sitting, lady, wearing, standing, holding, young, food, smiling, laptop, posing, man, computer, white, people	apparel, clothing, blazer, coat, jacket, human, person, home_decor, linen, sleeve, head, overcoat, female, woman	99.7782974243164, 99.7782974243164, 98.82809448242188, 98.82809448242188, 98.82809448242188, 97.46154022216797, 97.46154022216797, 97.12955474853516, 86.80117797851562, 82.589599609375, 75.48584747314453, 72.87355041503906, 70.31635284423828, 60.67985534667969	Person, Outerwear
Alcee Hastings	82	Male	african_american	Representative	Democrat	FL	RepHastingsFL	Alcee_Hastings	mc_images/Alcee_Hastings.jpg	official, facial_hair, elder, senior_citizen, moustache, beard, speaker, businessperson	0.86107337474823, 0.7945031523704529, 0.7809241414070129, 0.6710704565048218, 0.6627506613731384, 0.6597321033477783, 0.5856884717941284, 0.5358842015266418	person, man, red, wearing, standing, posing, woman, people, smiling, dressed, holding, suit, white, young, large, table, shirt, hat, group, room, sign, blue	tie, accessory, accessories, flag, symbol, human, person, necktie, american_flag	96.80335235595703, 96.80335235595703, 96.80335235595703, 95.67527770996094, 95.67527770996094, 92.38700866699219, 92.38700866699219, 82.21856689453125, 80.02861785888672	Tie, Flag, Person, Man
Martin Heinrich	47	Male	white	Senator	Democrat	NM	MartinHeinrich	Martin_Heinrich	mc_images/Martin_Heinrich.jpg	official, spokesperson, suit, businessperson, chin, public_speaking, speaker, speech, necktie, white_collar_worker	0.8895701169967651, 0.8826912641525269, 0.8314825892448425, 0.7968811988830566, 0.7943504452705383, 0.7164353728294373, 0.6724380850791931, 0.6638755798339844, 0.6301487684249878, 0.6130731701850891	person, man, suit, indoor, clothing, standing, wearing, holding, dressed, people, room, young, woman, red, group	accessory, tie, accessories, human, person, necktie, symbol, flag, crowd, american_flag	97.20069885253906, 97.20069885253906, 97.20069885253906, 96.00324249267578, 96.00324249267578, 80.61507415771484, 78.73770904541016, 75.27981567382812, 67.40473175048828, 59.85589599609375	Tie, Person, Flag
Jeb Hensarling	61	Male	white	Representative	Republican	TX	RepHensarling	Jeb_Hensarling	mc_images/Jeb_Hensarling.jpg	official, suit, businessperson, public_speaking, spokesperson, speaker, business, tuxedo, formal_wear	0.8830071091651917, 0.860584020614624, 0.7916190028190613, 0.7407957911491394, 0.7275263667106628, 0.6025539636611938, 0.5695480108261108, 0.5123121738433838, 0.501781702041626	person, suit, clothing, man, wearing, smiling, sitting, business, front, standing, posing, table, dressed, holding, young, black, woman, red	attorney, human, person, executive, face, head, crowd, accessory, accessories, tie, smile, photo, photography, portrait	99.11295318603516, 99.11295318603516, 99.11295318603516, 95.6170883178711, 93.41776275634766, 87.59473419189453, 80.40440368652344, 76.6255874633789, 76.6255874633789, 76.6255874633789, 60.628631591796875, 60.05067825317383, 60.05067825317383, 59.22431182861328	Tie, Man
Jaime Herrera Beutler	40	Female	hispanic	Representative	Republican	WA	HerreraBeutler	Jaime_Herrera_Beutler	mc_images/Jaime_Herrera_Beutler.jpg	official, outerwear, spokesperson, smile, speaker, long_hair, businessperson, portrait	0.8490111827850342, 0.7680697441101074, 0.7521927952766418, 0.6924301385879517, 0.6101070642471313, 0.6059749126434326, 0.5369052886962891, 0.5029739141464233	person, outdoor, clothing, man, holding, woman, shirt, front, standing, large, black, smiling, young, wearing, table, people, water, white, red, city, boat	flag, symbol, human, person, american_flag, clothing, apparel	98.49603271484375, 98.49603271484375, 92.6720962524414, 92.6720962524414, 87.49967193603516, 56.73432540893555, 56.73432540893555	Woman, Flag
Brian Higgins	59	Male	white	Representative	Democrat	NY	RepBrianHiggins	Brian_Higgins	mc_images/Brian_Higgins.jpg	person, official, businessperson, suit, spokesperson, elder, speaker	0.9254528880119324, 0.8910380005836487, 0.7669098377227783, 0.7600741982460022, 0.6701377034187317, 0.6564121842384338, 0.6425306797027588	person, man, necktie, suit, clothing, holding, wearing, looking, front, sitting, table, standing, yellow, striped, older, smiling, posing, shirt, woman, people, young, talking, phone, hat, umbrella	accessories, tie, accessory, person, human, symbol, flag, clothing, suit, apparel, overcoat, coat, necktie, american_flag, face, man	95.24271392822266, 95.24271392822266, 95.24271392822266, 93.07769775390625, 93.07769775390625, 91.66313171386719, 91.66313171386719, 87.43675231933594, 87.43675231933594, 87.43675231933594, 87.43675231933594, 87.43675231933594, 77.94953918457031, 72.29781341552734, 59.4473991394043, 58.9507942199707	Tie, Flag, Man, Person
James Himes	52	Male	white	Representative	Democrat	CT	JAHimes	Jim_Himes	mc_images/Jim_Himes.jpg	suit, official, formal_wear, businessperson, gentleman, white_collar_worker, outerwear, tuxedo, necktie, spokesperson	0.9505382180213928, 0.8921365141868591, 0.8245505690574646, 0.7981995344161987, 0.7625501751899719, 0.7509395480155945, 0.7372170090675354, 0.7324110269546509, 0.7289608716964722, 0.6589391231536865	person, man, necktie, clothing, suit, indoor, wearing, camera, standing, smiling, holding, posing, front, red, black, dressed, shirt, young, white, blue, room, sign	flag, symbol, accessory, tie, accessories, person, human, american_flag, necktie, face	97.86669158935547, 97.86669158935547, 97.40076446533203, 97.40076446533203, 97.40076446533203, 91.92788696289062, 91.92788696289062, 84.8290023803711, 84.3069076538086, 78.80630493164062	Tie, Flag, Man
Mazie Hirono	71	Female	asian	Senator	Democrat	HI	MazieHirono	Mazie_Hirono	mc_images/Mazie_Hirono.jpg	official, smile, senior_citizen, speaker, elder, businessperson	0.8465229868888855, 0.7552469372749329, 0.6562992334365845, 0.6281368136405945, 0.5615936517715454, 0.5117676854133606	person, indoor, table, woman, food, red, restaurant, sitting, front, holding, plate, smiling, shirt, large, young, computer, laptop, standing, white, pizza, man	indoors, room, library, book, human, person, female, furniture, apparel, clothing, court, woman, face, child, kid, blonde, girl, teen, home_decor	99.78569793701172, 99.78569793701172, 99.27808380126953, 99.27808380126953, 97.01634979248047, 97.01634979248047, 88.41740417480469, 82.37564086914062, 79.60394287109375, 79.60394287109375, 75.8218002319336, 73.76703643798828, 72.98819732666016, 69.40703582763672, 69.40703582763672, 69.40703582763672, 69.40703582763672, 69.40703582763672, 61.73500442504883	Person
John Hoeven	61	Male	white	Senator	Republican	ND	SenJohnHoeven	John_Hoeven	mc_images/John_Hoeven.jpg	person, official, spokesperson, chin, businessperson, speaker, suit, facial_hair, elder	0.9340501427650452, 0.893441379070282, 0.8180750608444214, 0.7865062952041626, 0.7676544189453125, 0.6264492273330688, 0.616668701171875, 0.575626015663147, 0.5694205164909363	person, man, suit, indoor, clothing, standing, wearing, dressed, woman, people, posing, red, holding, young, group, white, room	person, human, flag, symbol, crowd, face, american_flag, tie, accessories, accessory, attorney, press_conference	98.24620056152344, 98.24620056152344, 96.4126968383789, 96.4126968383789, 90.36539459228516, 86.33887481689453, 76.24958038330078, 71.05382537841797, 71.05382537841797, 71.05382537841797, 60.527259826660156, 60.380123138427734	Tie, Flag, Person
Steny Hoyer	79	Male	white	Representative	Democrat	MD	WhipHoyer	Steny_Hoyer	mc_images/Steny_Hoyer.jpg	official, chin, businessperson, elder, senior_citizen, gentleman, business, suit	0.8479584455490112, 0.8103938102722168, 0.7715983986854553, 0.6961913704872131, 0.6884239912033081, 0.6662088632583618, 0.5500586032867432, 0.5395532250404358	person, man, suit, clothing, necktie, outdoor, wearing, red, standing, holding, business, dressed, older, jacket, street, posing, front, old, white, city, sign, people	accessory, tie, accessories, human, person, face, executive, necktie, smile, building, architecture, attorney, portrait, photography, photo, head, apparel, clothing	99.1623306274414, 99.1623306274414, 99.1623306274414, 96.56302642822266, 96.56302642822266, 96.56302642822266, 93.74520111083984, 93.18014526367188, 72.97465515136719, 68.9317626953125, 68.9317626953125, 64.96578979492188, 64.43284606933594, 64.43284606933594, 64.43284606933594, 59.87157440185547, 55.23259353637695, 55.23259353637695	Tie, Man, Person
Bill Huizenga	49	Male	white	Representative	Republican	MI	RepHuizenga	Bill_Huizenga	mc_images/Bill_Huizenga.jpg	suit, official, formal_wear, chin, businessperson, white_collar_worker, outerwear, business, spokesperson, necktie, smile, tuxedo, gentleman, public_speaking, elder, portrait	0.9132573008537292, 0.8786208033561707, 0.841845691204071, 0.8035003542900085, 0.7994569540023804, 0.7962698936462402, 0.7569729685783386, 0.6848793625831604, 0.6780169010162354, 0.6595314741134644, 0.6389490962028503, 0.6248471736907959, 0.6042769551277161, 0.5418590903282166, 0.535561203956604, 0.5198734998703003	person, suit, man, necktie, clothing, wearing, standing, front, posing, red, business, camera, smiling, dressed, sign, holding, white	person, face, human, clothing, apparel, suit, overcoat, coat, accessory, accessories, tie, smile, necktie, tuxedo, blazer, jacket, meal, food, lunch, portrait, photography, photo, executive, dimples, head	98.74882507324219, 98.74882507324219, 98.74882507324219, 98.49882507324219, 98.49882507324219, 95.54931640625, 95.54931640625, 95.54931640625, 91.44315338134766, 91.44315338134766, 91.44315338134766, 85.20179748535156, 74.90735626220703, 74.84822082519531, 73.3609390258789, 73.3609390258789, 70.11602783203125, 70.11602783203125, 70.11602783203125, 65.60321044921875, 65.60321044921875, 65.60321044921875, 64.32202911376953, 62.05564498901367, 60.35770034790039	Man, Tie, Person
Randy Hultgren	52	Male	white	Representative	Republican	IL	RepHultgren	Randy_Hultgren	mc_images/Randy_Hultgren.jpg	person, official, spokesperson, businessperson, senior_citizen, speech, suit, necktie, elder, speaker, public_speaking, smile	0.9258992671966553, 0.8943394422531128, 0.7776278853416443, 0.7505947947502136, 0.745932936668396, 0.7177450656890869, 0.7038090825080872, 0.6955189108848572, 0.6753218173980713, 0.6639195680618286, 0.6190275549888611, 0.6138397455215454	person, man, suit, necktie, wearing, standing, red, front, holding, striped, dressed, smiling, older, posing, woman, table, people, white, room	symbol, flag, human, person, american_flag, face, crowd, attorney, press_conference	98.83914947509766, 98.83914947509766, 94.21187591552734, 94.21187591552734, 86.61660766601562, 76.55996704101562, 71.36003112792969, 55.83648681640625, 55.372718811035156	Person, Tie, Flag
Duncan Hunter	42	Male	white	Representative	Republican	CA	Rep_Hunter	Duncan_D._Hunter	mc_images/Duncan_D._Hunter.jpg	person, suit, official, necktie, spokesperson, businessperson, forehead, elder, speaker, white_collar_worker, gentleman, public_speaking	0.927570104598999, 0.8938014507293701, 0.8933467268943787, 0.8312382102012634, 0.8104806542396545, 0.7957632541656494, 0.7426629066467285, 0.7087699174880981, 0.6473537087440491, 0.618927538394928, 0.6072691082954407, 0.6015912294387817	person, man, suit, clothing, necktie, wearing, standing, photo, posing, red, camera, holding, dressed, smiling, white, room, people	flag, symbol, person, human, american_flag, accessories, tie, accessory, face, attorney, necktie, suit, overcoat, coat, clothing, apparel	99.53770446777344, 99.53770446777344, 92.80964660644531, 92.80964660644531, 90.6922378540039, 84.34568786621094, 84.34568786621094, 84.34568786621094, 68.2685546875, 62.49565887451172, 61.43788146972656, 58.8936767578125, 58.8936767578125, 58.8936767578125, 58.8936767578125, 58.8936767578125	Man, Tie, Flag
John Isakson	74	Male	white	Senator	Republican	GA	SenatorIsakson	Johnny_Isakson	mc_images/Johnny_Isakson.jpg	official, suit, businessperson, spokesperson, speaker, senior_citizen, speech, necktie	0.8899495005607605, 0.8298760056495667, 0.7822695970535278, 0.758594274520874, 0.68036949634552, 0.6691582202911377, 0.6376656293869019, 0.5961697101593018	person, man, suit, clothing, standing, holding, business, older, looking, front, wearing, dressed, woman, table, smiling, people, glasses, red, talking, white	flag, symbol, person, human, crowd, american_flag, press_conference, indoors, room	96.9799575805664, 96.9799575805664, 96.76559448242188, 96.76559448242188, 92.7726821899414, 81.13349151611328, 78.78722381591797, 76.32459259033203, 73.00813293457031	Tie, Person, Flag, Glasses
Darrell Issa	65	Male	white	Representative	Republican	CA	DarrellIssa	Darrell_Issa	mc_images/Darrell_Issa.jpg	suit, official, necktie, businessperson, spokesperson, speaker, white_collar_worker, gentleman, business, formal_wear, tuxedo	0.9324397444725037, 0.8884827494621277, 0.8407331109046936, 0.8034897446632385, 0.7602314352989197, 0.6090072989463806, 0.5942517518997192, 0.5679942965507507, 0.5621662139892578, 0.5463675856590271, 0.5098484754562378	person, man, suit, clothing, necktie, indoor, wearing, posing, photo, camera, standing, dressed, smiling, older, holding, glasses, red, white, room, people	flag, symbol, accessories, tie, accessory, human, person, american_flag, face, necktie	99.49520874023438, 99.49520874023438, 94.65906524658203, 94.65906524658203, 94.65906524658203, 93.1360855102539, 93.1360855102539, 90.96505737304688, 82.2483901977539, 77.86016082763672	Tie, Man, Flag
Sheila Jackson Lee	68	Female	african_american	Representative	Democrat	TX	JacksonLeeTX18	Sheila_Jackson_Lee	mc_images/Sheila_Jackson_Lee.jpg	hairstyle, official, speaker	0.8142136931419373, 0.5900540947914124, 0.5530819296836853	person, woman, smiling, photo, holding, young, standing, posing, man, wearing, boy, shirt, girl, red, white, sign, board, phone, people	symbol, flag, person, human, american_flag, pendant, face	97.66259765625, 97.66259765625, 94.2790756225586, 94.2790756225586, 85.3050537109375, 80.52583312988281, 79.07083129882812	Person, Flag
Lynn Jenkins	55	Female	white	Representative	Republican	KS	RepLynnJenkins	Lynn_Jenkins	mc_images/Lynn_Jenkins.jpg	suit, businessperson, shoulder, outerwear, official, spokesperson, formal_wear, blazer, smile, white_collar_worker, business, speaker, senior_citizen, tuxedo	0.8057721257209778, 0.7840293049812317, 0.7638034224510193, 0.7515589594841003, 0.6984133124351501, 0.663828432559967, 0.6553876399993896, 0.6462188363075256, 0.6328481435775757, 0.6273132562637329, 0.5902189612388611, 0.5720711946487427, 0.5473062992095947, 0.5377578735351562	person, clothing, indoor, woman, holding, man, standing, suit, table, wearing, posing, glasses, black, dressed, white, wine, shirt, red, people, kitchen	apparel, clothing, person, human, suit, overcoat, coat, face, executive, blazer, jacket, female, woman, kid, teen, girl, blonde, child, smile, worker, tuxedo	98.51184844970703, 98.51184844970703, 97.94876098632812, 97.94876098632812, 97.63717651367188, 97.63717651367188, 97.63717651367188, 92.63996124267578, 88.16912841796875, 87.93167114257812, 87.93167114257812, 80.71700286865234, 72.45474243164062, 59.7381477355957, 59.7381477355957, 59.7381477355957, 59.7381477355957, 59.7381477355957, 59.26704025268555, 59.1795539855957, 58.309940338134766	Woman, Person
Bill Johnson	64	Male	white	Representative	Republican	OH	RepBillJohnson	Bill_Johnson_(Ohio_politician)	mc_images/Bill_Johnson_(Ohio_politician).jpg	person, official, senior_citizen, businessperson, elder, spokesperson, suit, speaker	0.9258828163146973, 0.8935893177986145, 0.7829916477203369, 0.7789636254310608, 0.7683410048484802, 0.6859232187271118, 0.6511959433555603, 0.631991982460022	person, man, suit, necktie, wearing, clothing, older, red, standing, old, jacket, dressed, front, business, holding, posing, smiling, glasses, hat, white, blue	symbol, flag, person, human, american_flag, accessories, accessory, tie, face, necktie	99.51887512207031, 99.51887512207031, 91.30834197998047, 91.30834197998047, 90.8000717163086, 84.3649673461914, 84.3649673461914, 84.3649673461914, 70.3163833618164, 62.1750373840332	Tie, Flag, Person, Man
Eddie Johnson	83	Female	african_american	Representative	Democrat	TX	RepEBJ	Eddie_Bernice_Johnson	mc_images/Eddie_Bernice_Johnson.jpg	person, smile, official, fun	0.9248095750808716, 0.779301106929779, 0.54767245054245, 0.5312700271606445	person, man, orange, boy, table, young, holding, front, shirt, woman, striped, sitting, food, smiling, standing, people, large, boat, white, phone, blue	flag, symbol, person, human, face, american_flag, smile	99.51068115234375, 99.51068115234375, 91.523193359375, 91.523193359375, 91.36471557617188, 89.18968200683594, 58.97463607788086	Person, Flag
Henry Johnson	64	Male	african_american	Representative	Democrat	GA	RepHankJohnson	Hank_Johnson	mc_images/Hank_Johnson.jpg	person, official, businessperson, elder, speech, spokesperson, speaker, public_speaking, suit, gentleman	0.9293875694274902, 0.8842697739601135, 0.7660841345787048, 0.7550567388534546, 0.6827247738838196, 0.6557455658912659, 0.6550784111022949, 0.6440891027450562, 0.6328865885734558, 0.5505771040916443	person, suit, man, clothing, standing, wearing, business, dressed, front, holding, older, table, people, white, old, woman, young, sign, red, room, group	flag, symbol, human, person, american_flag, accessories, accessory, tie, face, necktie	98.92082977294922, 98.92082977294922, 96.6107406616211, 96.6107406616211, 87.73887634277344, 86.71947479248047, 86.71947479248047, 86.71947479248047, 82.83930206298828, 63.0897216796875	Tie, Flag, Man
Ron Johnson	63	Male	white	Senator	Republican	WI	SenRonJohnson	Ron_Johnson_(Wisconsin_politician)	mc_images/Ron_Johnson_(Wisconsin_politician).jpg	person, official, businessperson, suit, chin, spokesperson, elder, speaker, gentleman, business, necktie	0.9372918009757996, 0.8928804993629456, 0.8003727197647095, 0.7788060307502747, 0.7784504294395447, 0.7517530918121338, 0.7040976285934448, 0.6257402300834656, 0.5764595866203308, 0.5567206144332886, 0.544194221496582	person, man, suit, clothing, necktie, indoor, standing, business, older, wearing, dressed, looking, front, holding, posing, sitting, people, red, wedding, old, white	flag, symbol, human, person, american_flag, accessories, tie, accessory, face, necktie, attorney	99.0900650024414, 99.0900650024414, 97.02272033691406, 97.02272033691406, 88.96328735351562, 83.02306365966797, 83.02306365966797, 83.02306365966797, 75.22441101074219, 58.0791130065918, 55.06300735473633	Tie, Flag, Man
Sam Johnson	88	Male	white	Representative	Republican	TX	SamsPressShop	Sam_Johnson	mc_images/Sam_Johnson.jpg	face, person, chin, forehead, head, hairstyle, official, elder, smile, businessperson, senior_citizen, moustache, gentleman, facial_hair, white_collar_worker	0.9504765868186951, 0.9441801905632019, 0.9136921763420105, 0.9050956964492798, 0.8590945601463318, 0.813939094543457, 0.7734313607215881, 0.7668953537940979, 0.7638555765151978, 0.760807454586029, 0.7376970052719116, 0.6737152934074402, 0.6606908440589905, 0.6393453478813171, 0.5504282116889954	person, man, outdoor, suit, standing, posing, wearing, front, smiling, looking, older, camera, holding, old, sitting, dressed, sign, white, people, blue	head, human, person, face, crowd, executive, hair, portrait, photography, photo, man, people, press_conference, jaw	99.93546295166016, 98.6799545288086, 98.6799545288086, 98.6799545288086, 80.29864501953125, 71.61046600341797, 71.60457611083984, 66.43588256835938, 66.43588256835938, 66.43588256835938, 65.4980697631836, 60.19070053100586, 56.317604064941406, 55.80023193359375	Person, Man, Tie
